iter	Passed	Remaining
0	11	17538
1	17	13095
2	52	26259
3	65	24632
4	90	26931
5	110	27458
6	131	27947
7	167	31149
8	177	29465
9	197	29418
10	207	28093
11	226	28131
12	246	28249
13	253	26862
14	272	27018
15	282	26236
16	296	25843
17	316	26096
18	337	26302
19	358	26518
20	379	26739
21	389	26167
22	417	26810
23	452	27828
24	479	28298
25	485	27522
26	491	26822
27	511	26878
28	531	26949
29	550	26976
30	599	28395
31	615	28227
32	639	28412
