iter	CrossEntropy
664	0.2091041061
665	0.2091010122
666	0.2090919293
667	0.2090865734
668	0.2090724916
669	0.2090703163
670	0.2090688028
671	0.2090673014
672	0.2090614204
673	0.2090577426
674	0.2090503146
675	0.2090476819
676	0.2090471415
677	0.2090442658
678	0.2090341817
679	0.2090315682
680	0.2090281556
681	0.209021252
682	0.2090187868
683	0.2089777276
684	0.208972894
685	0.2089681687
686	0.2089556468
687	0.2089538775
688	0.2089511677
689	0.2089467547
690	0.2089409813
691	0.2089274275
692	0.2089098468
693	0.2089078272
694	0.2088957252
695	0.2088915913
696	0.2088859264
697	0.2088838359
698	0.2088793095
699	0.2088715045
700	0.2088669883
701	0.2088640129
702	0.2088539482
703	0.2088523397
704	0.2088467287
705	0.2088149519
706	0.2087394085
707	0.2087373963
708	0.20872221
709	0.2087150788
710	0.2087116216
711	0.2087056338
712	0.2087004303
713	0.208697636
714	0.2086884237
715	0.2086829197
716	0.2086661141
717	0.2086641071
718	0.2086593742
719	0.2086577461
720	0.2086522641
721	0.208651828
722	0.2086459252
723	0.2086419811
724	0.2086411129
725	0.2086390208
726	0.2086320466
727	0.2086226663
728	0.2086157936
729	0.2085921824
730	0.2085859637
731	0.2085849644
732	0.2085371921
733	0.2085355367
734	0.2085309894
735	0.2085298262
736	0.208523678
737	0.2085189324
738	0.2084921124
739	0.2084851094
740	0.2084749698
741	0.2084681987
742	0.2084661483
743	0.208463496
744	0.2084614441
745	0.2084559626
746	0.2084529222
747	0.2084430385
748	0.2084401499
749	0.2084379685
750	0.2084213812
751	0.2084203507
752	0.208415888
753	0.2084127909
754	0.2084106972
755	0.2084097468
756	0.2084085253
757	0.2084045697
758	0.2084015305
759	0.2083898721
760	0.2083845229
761	0.2083817294
762	0.2083764617
763	0.2083398411
764	0.2083182024
765	0.208316589
766	0.2083077719
767	0.2082790382
768	0.2082680021
769	0.2082657091
770	0.2082320278
771	0.2082269392
772	0.2082159073
773	0.2082017129
774	0.2081989416
775	0.2081929696
776	0.2081884755
777	0.2081870181
778	0.2081627867
779	0.2081590266
780	0.2081493409
781	0.2081464664
782	0.2081433613
783	0.2081303213
784	0.2081273357
785	0.2081236745
786	0.2081190326
787	0.2081175813
788	0.2081157633
789	0.2081114595
790	0.2081060228
791	0.2081048183
792	0.2080859662
793	0.2080771207
794	0.2080743386
795	0.2080577295
796	0.2080489094
797	0.2080389797
798	0.2080376065
799	0.208032519
800	0.2080310554
801	0.2080257058
802	0.2080247467
803	0.2080238758
804	0.2080214203
805	0.2080180335
806	0.2080140612
807	0.2080125799
808	0.2080085616
809	0.2079835863
810	0.2079807217
811	0.2079777517
812	0.2079701052
813	0.2079687065
814	0.2079666675
815	0.2079660046
816	0.2079621863
817	0.2079569107
818	0.2079480076
819	0.207940778
820	0.2079384165
821	0.207931967
822	0.2079108006
823	0.2079097993
824	0.2079045847
825	0.2078975402
826	0.2078861588
827	0.2078821796
828	0.2078812075
829	0.2078730816
830	0.2078637299
831	0.2078603846
832	0.2078558812
833	0.2078523286
834	0.2078446518
835	0.2078395331
836	0.207836443
837	0.2078287391
838	0.2078256107
839	0.2078233587
840	0.207818414
841	0.2078166013
842	0.2078149691
843	0.2078119629
844	0.2077722056
845	0.2077537548
846	0.2077458274
847	0.2077365547
848	0.2077317468
849	0.2077275937
850	0.2077215798
851	0.2077186705
852	0.207716794
853	0.2077155842
854	0.2077084022
855	0.2077063788
856	0.207701944
857	0.2076992232
858	0.2076969928
859	0.2076951516
860	0.2076936188
861	0.2076900381
862	0.2076848718
863	0.2076820562
864	0.2076771818
865	0.2076740439
866	0.2076701797
867	0.2076653248
868	0.2076637828
869	0.2076354981
870	0.2076334458
871	0.2076288311
872	0.2076283687
873	0.2076230315
874	0.207618887
875	0.2076152257
876	0.2076010334
877	0.2075965216
878	0.2075905025
879	0.2075896085
880	0.2075850358
881	0.2075822977
882	0.2075787127
883	0.2075759295
884	0.2075703285
885	0.2075682158
886	0.2075658024
887	0.207563975
888	0.2075589352
889	0.2075561577
890	0.207551844
891	0.2075487449
892	0.2075377873
893	0.2075318216
894	0.2075278773
895	0.2075271289
896	0.2075159465
897	0.207514841
898	0.2075125215
899	0.2075098703
900	0.2075078024
901	0.2075046027
902	0.2075026912
903	0.2074995074
904	0.2074960973
905	0.2074907251
906	0.2074852317
907	0.2074811835
908	0.2074768056
909	0.207472731
910	0.2074510949
911	0.2074382437
912	0.2074348542
913	0.2074338592
914	0.2074273485
915	0.2074270676
916	0.2074238264
917	0.2074185145
918	0.2074182003
919	0.2074150278
920	0.2074093137
921	0.2074071455
922	0.2073986126
923	0.2073946543
924	0.2073854139
925	0.2073762728
926	0.2073737453
927	0.2073656995
928	0.2073616549
929	0.2073590017
930	0.2073573441
931	0.2073539918
932	0.2073498803
933	0.2073353474
934	0.2073301656
935	0.2073228422
936	0.2073204489
937	0.2072783814
938	0.207274382
939	0.2072700516
940	0.2072659537
941	0.2072612162
942	0.2072420942
943	0.2072384017
944	0.2072322251
945	0.2072282371
946	0.2072238645
947	0.2072141009
948	0.2072085223
949	0.2072056228
950	0.2072051476
951	0.2072031654
952	0.2071958033
953	0.2071947523
954	0.2071902436
955	0.2071865992
956	0.2071848827
957	0.2071785723
958	0.2071759133
959	0.2071707465
960	0.2071685491
961	0.2071558935
962	0.2071495654
963	0.2071199999
964	0.207115277
965	0.2071051453
966	0.2071015023
967	0.207099563
968	0.2070968334
969	0.2070949324
970	0.2070917686
971	0.2070876065
972	0.2070871245
973	0.2070865192
974	0.2070766434
975	0.2070367118
976	0.2070276816
977	0.207022385
978	0.2070200537
979	0.2070193471
980	0.207005506
981	0.2070043518
982	0.2069870967
983	0.2069784178
984	0.206972333
985	0.2069651244
986	0.2069619997
987	0.2069592779
988	0.2069531628
989	0.2069500291
990	0.2069477071
991	0.2069442515
992	0.2069404018
993	0.2069378885
994	0.2069290783
995	0.2069225432
996	0.2069054812
997	0.2069015982
998	0.2068997855
999	0.2068850958
1000	0.2068833255
1001	0.2068693728
1002	0.2068602968
1003	0.2068593358
1004	0.2068559811
1005	0.2068511446
1006	0.2068431458
1007	0.2068329976
1008	0.2068310233
1009	0.2068292871
1010	0.2068238823
1011	0.2068181092
1012	0.2068142849
1013	0.2068134481
1014	0.2068088492
1015	0.2068007522
1016	0.2067959383
1017	0.2067923881
1018	0.2067873197
1019	0.2067845772
1020	0.2067808932
1021	0.2067770763
1022	0.2067443897
1023	0.206740726
1024	0.2067355562
1025	0.2067274087
1026	0.2067232664
1027	0.2067214603
1028	0.2067198443
1029	0.2067175189
1030	0.2067114482
1031	0.2067087963
1032	0.2067069325
1033	0.206695745
1034	0.2066940944
1035	0.2066921354
1036	0.2066771622
1037	0.2066720627
1038	0.2066700228
1039	0.2066676671
1040	0.2066662034
1041	0.206661312
1042	0.2066565504
1043	0.2066542116
1044	0.2066507323
1045	0.206649063
1046	0.2066387965
1047	0.2066360695
1048	0.2066279718
1049	0.2066239555
1050	0.2066197127
1051	0.2066144849
1052	0.2066126788
1053	0.2066109671
1054	0.2066067242
1055	0.206603845
1056	0.2065951964
1057	0.2065911975
1058	0.2065846589
1059	0.2065823484
1060	0.206580718
1061	0.2065702834
1062	0.2065688225
1063	0.206565825
1064	0.2065633583
1065	0.2065595469
1066	0.2065560215
1067	0.20655224
1068	0.2065507683
1069	0.2065481521
1070	0.2065407917
1071	0.2065375958
1072	0.2065344478
1073	0.2065293341
1074	0.2065290387
1075	0.2065244006
1076	0.206518136
1077	0.2065156957
1078	0.2065137111
1079	0.2065106425
1080	0.206494655
1081	0.206491706
1082	0.2064866925
1083	0.2064802056
1084	0.2064770227
1085	0.2064726459
1086	0.2064655015
1087	0.2064633647
1088	0.2064620806
1089	0.206450687
1090	0.2064388345
1091	0.206435617
1092	0.2064355738
1093	0.2064313284
1094	0.206428796
1095	0.20642184
1096	0.2064166817
1097	0.2064132932
1098	0.2064086821
1099	0.2064055606
1100	0.2063944126
1101	0.2063925765
1102	0.2063891903
1103	0.2063841681
1104	0.2063791882
1105	0.2063724809
1106	0.2063709642
1107	0.2063702161
1108	0.2063588273
1109	0.2063555442
1110	0.2063545604
1111	0.2063510236
1112	0.2063452516
1113	0.2063447546
1114	0.2063426755
1115	0.2063407691
1116	0.2063377611
1117	0.2063373341
1118	0.2063343115
1119	0.2063299629
1120	0.2063280188
1121	0.2063174041
1122	0.2063160678
1123	0.2063146596
1124	0.206311509
1125	0.2063014991
1126	0.2062939657
1127	0.2062926232
1128	0.2062697625
1129	0.2062669271
1130	0.2062609973
1131	0.206257951
1132	0.2062531466
1133	0.2062415353
1134	0.2062382134
1135	0.206235492
1136	0.2062339021
1137	0.2062286707
1138	0.2062129546
1139	0.2062072126
1140	0.2062059672
1141	0.2061952916
1142	0.206193626
1143	0.2061914253
1144	0.2061887887
1145	0.2061849186
1146	0.2061818912
1147	0.2061793526
1148	0.2061495052
1149	0.2061470895
1150	0.2061322054
1151	0.2061286768
1152	0.206117556
1153	0.2061138392
1154	0.2061101234
1155	0.2061073246
1156	0.2061047568
1157	0.2060934864
1158	0.2060915507
1159	0.2060897194
1160	0.2060884483
1161	0.2060866772
1162	0.2060862283
1163	0.2060760034
1164	0.2060656295
1165	0.2060611891
1166	0.2060573819
1167	0.2060549797
1168	0.2060529835
1169	0.2060488536
1170	0.2060448743
1171	0.2060416331
1172	0.2060370493
1173	0.2060323116
1174	0.2060311623
1175	0.2060298734
1176	0.2060255214
1177	0.2060140721
1178	0.2060105273
1179	0.2060058515
1180	0.2059975385
1181	0.2059949722
1182	0.2059916037
1183	0.205986767
1184	0.2059851631
1185	0.2059831563
1186	0.2059773318
1187	0.2059747118
1188	0.2059734787
1189	0.2059682119
1190	0.2059655716
1191	0.2059644222
1192	0.2059631823
1193	0.205961576
1194	0.2059480878
1195	0.205935469
1196	0.205932268
1197	0.2059307063
1198	0.2059252208
1199	0.2059243761
1200	0.2059205193
1201	0.20591602
1202	0.2059094698
1203	0.20590369
1204	0.2058959479
1205	0.2058939768
1206	0.2058897448
1207	0.2058873791
1208	0.205880025
1209	0.2058747109
1210	0.2058736283
1211	0.2058684861
1212	0.2058652107
1213	0.2058636972
1214	0.2058517585
1215	0.2058491445
1216	0.2058472531
1217	0.205837063
1218	0.2058355878
1219	0.2058274497
1220	0.2058219054
1221	0.2058164154
1222	0.2058119667
1223	0.2058078269
1224	0.2058010414
1225	0.2057976291
1226	0.2057794235
1227	0.2057759601
1228	0.2057727225
1229	0.2057709352
1230	0.2057674952
1231	0.2057645664
1232	0.2057623536
1233	0.2057603696
1234	0.2057577247
1235	0.2057550316
1236	0.2057524284
1237	0.2057520406
1238	0.2057478035
1239	0.2057453092
1240	0.2057367336
1241	0.2057337025
1242	0.2057281151
1243	0.2057243676
1244	0.205721931
1245	0.2057213794
1246	0.205712641
1247	0.2057098162
1248	0.2057086529
1249	0.2057065807
1250	0.2057012374
1251	0.2056993337
1252	0.2056974212
1253	0.2056786768
1254	0.205677758
1255	0.2056749605
1256	0.2056731821
1257	0.2056689274
1258	0.2056652435
1259	0.2056621142
1260	0.2056491258
1261	0.2056445608
1262	0.2056305484
1263	0.2056290393
1264	0.205626151
1265	0.2056203648
1266	0.2056159702
1267	0.2056125366
1268	0.2056080972
1269	0.205603422
1270	0.2055939186
1271	0.2055924178
1272	0.2055915584
1273	0.2055892275
1274	0.2055845562
1275	0.2055834312
1276	0.205581982
1277	0.2055799204
1278	0.2055777219
1279	0.2055763688
1280	0.2055729449
1281	0.2055721201
1282	0.2055688622
1283	0.2055650819
1284	0.205563357
1285	0.2055625555
1286	0.2055622718
1287	0.205557385
1288	0.2055453934
1289	0.2055428188
1290	0.2055380335
1291	0.2055347487
1292	0.2055311201
1293	0.2055290957
1294	0.2055266797
1295	0.2055111534
1296	0.205490145
1297	0.2054885547
1298	0.2054861016
1299	0.2054823346
1300	0.2054745925
1301	0.2054706331
1302	0.2054593851
1303	0.2054316946
1304	0.2054313765
1305	0.2054283621
1306	0.2054253274
1307	0.2054239705
1308	0.2054209177
1309	0.2054190672
1310	0.2054127294
1311	0.2054074493
1312	0.2054063844
1313	0.2054026771
1314	0.2054002893
1315	0.2053985599
1316	0.205396755
1317	0.2053831901
1318	0.2053749868
1319	0.2053748046
1320	0.2053698478
1321	0.2053636153
1322	0.2053615866
1323	0.2053543872
1324	0.2053527656
1325	0.2053504189
1326	0.2053459852
1327	0.2053393984
1328	0.2053317128
1329	0.2053279577
1330	0.2052715397
1331	0.2052701022
1332	0.2052623886
1333	0.2052603806
1334	0.205257643
1335	0.2052548253
1336	0.2052532451
1337	0.2052524427
1338	0.205251508
1339	0.2052496772
1340	0.2052454318
1341	0.2052378364
1342	0.2052324903
1343	0.2052299295
1344	0.2052236325
1345	0.2051924365
1346	0.2051866226
1347	0.2051852653
1348	0.2051836391
1349	0.205168577
1350	0.2051651632
1351	0.2051572674
1352	0.205141104
1353	0.2051373012
1354	0.2051345832
1355	0.2051340077
1356	0.2051292084
1357	0.2051200492
1358	0.2051168675
1359	0.2051158299
1360	0.2051137729
1361	0.2051033254
1362	0.2050667747
1363	0.2050642454
1364	0.2050552184
1365	0.2050526396
1366	0.2050420444
1367	0.2050338865
1368	0.2050323749
1369	0.2050089725
1370	0.2049948293
1371	0.2049934912
1372	0.2049835904
1373	0.2049776889
1374	0.2049760813
1375	0.2049707527
1376	0.2049658313
1377	0.2049591485
1378	0.2049572681
1379	0.2049555881
1380	0.2049482829
1381	0.2049472141
1382	0.2049358892
1383	0.2049319987
1384	0.2049313968
1385	0.2049299605
1386	0.2049238004
1387	0.2049186708
1388	0.2049066046
1389	0.2049042112
1390	0.2048986456
1391	0.2048929346
1392	0.2048880375
1393	0.2048866366
1394	0.2048840242
1395	0.2048822366
1396	0.2048793618
1397	0.2048764124
1398	0.2048748934
1399	0.204871366
1400	0.2048668582
1401	0.2048610622
1402	0.2048391225
1403	0.2048298952
1404	0.2048246109
1405	0.2048083464
1406	0.2048048539
1407	0.2047970955
1408	0.2047908884
1409	0.2047866109
1410	0.2047859973
1411	0.2047811333
1412	0.2047776986
1413	0.2047754587
1414	0.2047622414
1415	0.2047596082
1416	0.2047550583
1417	0.2047488021
1418	0.204741067
1419	0.2047328681
1420	0.2047312696
1421	0.2047297386
1422	0.2047289292
1423	0.2047132127
1424	0.2047105434
1425	0.2047025531
1426	0.2046980924
1427	0.2046954436
1428	0.2046912873
1429	0.2046892118
1430	0.2046861569
1431	0.2046845689
1432	0.2046824154
1433	0.2046807996
1434	0.2046787171
1435	0.2046755822
1436	0.2046729778
1437	0.2046708414
1438	0.2046696131
1439	0.2046673455
1440	0.2046625616
1441	0.204657289
1442	0.2046540244
1443	0.2046465252
1444	0.2046411285
1445	0.2046394309
1446	0.2046384181
1447	0.2046383626
1448	0.2046349712
1449	0.2046297105
1450	0.2046274902
1451	0.2046263511
1452	0.204614093
1453	0.2046133616
1454	0.2046110502
1455	0.204608725
1456	0.2046048718
1457	0.2046030537
1458	0.2046002629
1459	0.2045920687
1460	0.2045902369
1461	0.2045878738
1462	0.2045870482
1463	0.2045820196
1464	0.2045801965
1465	0.2045794165
1466	0.204569866
1467	0.2045630616
1468	0.2045600844
1469	0.2045564855
1470	0.2045519975
1471	0.204550294
1472	0.2045496599
1473	0.2045437043
1474	0.2045398912
1475	0.2045370446
1476	0.2045357737
1477	0.2045348222
1478	0.2045281064
1479	0.2045193198
1480	0.204516149
1481	0.2045147717
1482	0.2045111494
1483	0.204509354
1484	0.2045084825
1485	0.2045081761
1486	0.2045029124
1487	0.2044963685
1488	0.2044955597
1489	0.2044933862
1490	0.2044829412
1491	0.2044781709
1492	0.2044781443
1493	0.204475538
1494	0.2044741092
1495	0.2044726569
1496	0.2044668939
1497	0.2044649133
1498	0.2044629967
1499	0.2044606045
